instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,instruct_pages.ran,pageN,instruct_text,participant,order,session,gender,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,conds_file,label_left,label_right,key_resp.rt
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,-0.354166667,-0.346354167,1,0,0,1.26484,button_left,1.26484,1,0,8,8,4,1,stimuli/blank.png,Pleasure,a,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,0.385416667,-0.34765625,1,0,0,1.54544,button_right,1.54544,1,0,9,9,3,1,stimuli/blank.png,Hurt,l,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,pos_neg_train.xlsx,"A = 
Positive","L = 
Negative",
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,-0.29296875,-0.3203125,1,0,0,3.76411,button_left,3.76411,1,0,0,0,8,1,stimuli/black_5.jpg,,a,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,0.291666667,-0.326822917,1,0,0,2.947065,button_right,2.947065,1,0,1,1,7,1,stimuli/white_4.jpg,,l,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,0.290364583,-0.330729167,1,0,0,3.86658,button_right,3.86658,1,0,2,2,5,1,stimuli/white_3.jpg,,l,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,0.290364583,-0.330729167,1,0,0,3.03265,button_right,3.03265,1,0,3,3,1,1,stimuli/white_1.jpg,,l,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,0,-0.342447917,-0.352864583,1,0,0,1.880755,button_left,1.880755,1,0,4,4,2,1,stimuli/black_2.jpg,,a,,,,,,,,,
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,0,,,,,,,,2.848115,0,0,5,5,0,1,stimuli/black_1.jpg,,a,,,,,,,,,2.848115
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,3.941215,1,0,6,6,4,1,stimuli/black_3.jpg,,a,,,,,,,,,3.941215
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.106975,1,0,7,7,3,1,stimuli/white_2.jpg,,l,,,,,,,,,1.106975
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.306195,1,0,8,8,9,1,stimuli/white_5.jpg,,l,,,,,,,,,1.306195
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,1.350955,1,0,9,9,6,1,stimuli/black_4.jpg,,a,,,,,,,,,1.350955
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,incong_train.xlsx,"A = 
Black","L = 
White",
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,2.913975,1,0,0,0,2,1,stimuli/black_2.jpg,,a,,,,,,,,,2.913975
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,2.944465,1,0,1,1,1,1,stimuli/white_1.jpg,,l,,,,,,,,,2.944465
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,1.018445,1,0,2,2,0,1,stimuli/black_1.jpg,,a,,,,,,,,,1.018445
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,3.93086,1,0,3,3,17,1,stimuli/blank.png,Evil,l,,,,,,,,,3.93086
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.73836,1,0,4,4,3,1,stimuli/white_2.jpg,,l,,,,,,,,,1.73836
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,2.035115,1,0,5,5,11,1,stimuli/blank.png,Bad,l,,,,,,,,,2.035115
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.88186,1,0,6,6,18,1,stimuli/blank.png,Joy,a,,,,,,,,,0.88186
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.72074,1,0,7,7,14,1,stimuli/blank.png,Pleasure,a,,,,,,,,,0.72074
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,1.24964,1,0,8,8,16,1,stimuli/blank.png,Love,a,,,,,,,,,1.24964
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.48983,1,0,9,9,8,1,stimuli/black_5.jpg,,a,,,,,,,,,0.48983
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,1.085695,1,0,10,10,12,1,stimuli/blank.png,Happy,a,,,,,,,,,1.085695
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,0.834825,1,0,11,11,15,1,stimuli/blank.png,Agony,l,,,,,,,,,0.834825
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.665915,1,0,12,12,6,1,stimuli/black_4.jpg,,a,,,,,,,,,0.665915
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,0,,,,,,,,0.736665,0,0,13,13,10,1,stimuli/blank.png,Good,a,,,,,,,,,0.736665
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,2.865365,1,0,14,14,13,1,stimuli/blank.png,Hurt,l,,,,,,,,,2.865365
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,0.587625,1,0,15,15,19,1,stimuli/blank.png,Nasty,l,,,,,,,,,0.587625
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,a,1,,,,,,,,0.60864,1,0,16,16,4,1,stimuli/black_3.jpg,,a,,,,,,,,,0.60864
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.29393,1,0,17,17,7,1,stimuli/white_4.jpg,,l,,,,,,,,,1.29393
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,1.07646,1,0,18,18,5,1,stimuli/white_3.jpg,,l,,,,,,,,,1.07646
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,l,1,,,,,,,,0.42322,1,0,19,19,9,1,stimuli/white_5.jpg,,l,,,,,,,,,0.42322
,,,,,,,,,,,,,g,2,001,female,2020-11-23_15h20.34.917,openIAT,2020.1.0rc3,Win32,60,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,incong_test.xlsx,"A = 
Black or 
Positive","L = 
White or 
Negative",
